,PRODUCT TYPE,COUNTRY,MEASURE,Year,Total Imports,Population,Meat Imports Per Capita
794,,World,Million dollars,2019,2712.9,337790067,0.8031319642090009
795,,World (quantity),"1,000 metric tons",2019,424.3,337790067,0.12561056154442812
796,Fish fillets and mince,Chile,Million dollars,2019,1893.8,337790067,0.5606440760142305
797,,China ,Million dollars,2019,1134.7,337790067,0.33591869946844827
798,,Norway,Million dollars,2019,524.7,337790067,0.1553331643704017
799,,Vietnam,Million dollars,2019,569.9,337790067,0.16871425647930613
800,,Indonesia,Million dollars,2019,314.8,337790067,0.09319397778502468
801,,Canada,Million dollars,2019,262.8,337790067,0.07779980102256825
802,,Rest of world,Million dollars,2019,1265.4,337790067,0.3746113706771609
803,,World,Million dollars,2019,5966.1,337790067,1.7662153458171403
804,,World (quantity),"1,000 metric tons",2019,750.6,337790067,0.22220902072884222
805,"Shellfish, fresh or frozen",Canada,Million dollars,2019,1901.7,337790067,0.5629828067146806
806,,India,Million dollars,2019,2343.8,337790067,0.693862913381642
807,,Ecuador,Million dollars,2019,526.4,337790067,0.1558364355337897
808,,Indonesia,Million dollars,2019,869.3,337790067,0.25734918960775716
809,,Vietnam,Million dollars,2019,157.4,337790067,0.04659698889251234
810,,Argentina,Million dollars,2019,184.1,337790067,0.05450130657631209
811,,Mexico,Million dollars,2019,363.7,337790067,0.10767042477895006
812,,Japan,Million dollars,2019,71.4,337790067,0.021137388862295943
813,,Rest of world,Million dollars,2019,1989.7,337790067,0.5890344904665299
814,,World,Million dollars,2019,8407.5,337790067,2.4889719448144696
815,,World (quantity),"1,000 metric tons",2019,830.5,337790067,0.24586276540807814
816,Prepared fish and shellfish,Thailand,Million dollars,2019,940.2,337790067,0.27833855753964487
817,,Indonesia,Million dollars,2019,653.2,337790067,0.19337454348531807
818,,Vietnam,Million dollars,2019,494.3,337790067,0.146333491801581
819,,India,Million dollars,2019,351.1,337790067,0.10394029733266254
820,,Canada,Million dollars,2019,431.0,337790067,0.12759404201189847
821,,China ,Million dollars,2019,474.5,337790067,0.1404718629574149
822,,Ecuador,Million dollars,2019,165.1,337790067,0.04887651122079916
823,,Mexico,Million dollars,2019,69.6,337790067,0.020604513512826293
824,,Rest of world,Million dollars,2019,1133.7,337790067,0.33562265760763177
825,,World,Million dollars,2019,4712.7,337790067,1.3951564774697771
826,,World (quantity),"1,000 metric tons",2019,643.5,337790067,0.1905029374353983
827,,,,2019,2019.0,337790067,0.5977085169884525
828,Total live animals,Canada,Million dollars,2019,1296.7,337790067,0.38387748092071633
829,,Mexico,Million dollars,2019,881.0,337790067,0.26081287937930986
830,,Rest of world,Million dollars,2019,0.0,337790067,0.0
831,,World,Million dollars,2019,2177.7,337790067,0.6446903603000261
832,,World (quantity),"1,000 head",2019,7139.2,337790067,2.113502052740941
833,"Bovine animals, live",Canada,Million dollars,2019,956.8,337790067,0.2832528524291983
834,,Mexico,Million dollars,2019,881.0,337790067,0.26081287937930986
835,,World,Million dollars,2019,1837.8,337790067,0.5440657318085081
836,,World (quantity),"1,000 head",2019,2055.4,337790067,0.608484440722172
837,"Swine, live",Canada,Million dollars,2019,300.9,337790067,0.08907899591967575
838,,World,Million dollars,2019,300.9,337790067,0.08907899591967575
839,,World (quantity),"1,000 head",2019,5070.4,337790067,1.5010506510838282
840,"Sheep and goats, live",Canada,Million dollars,2019,0.8,337790067,0.00023683348865317583
841,,World,Million dollars,2019,0.8,337790067,0.00023683348865317583
842,,World (quantity),"1,000 head",2019,13.3,337790067,0.003937356748859048
843,Live poultry,Canada,Million dollars,2019,38.2,337790067,0.011308799083189146
844,,World,Million dollars,2019,38.2,337790067,0.011308799083189146
845,,World (quantity),"1,000 head",2019,12359.9,337790067,3.6590477955054848
846,Bird eggs,Canada,Million dollars,2019,39.2,337790067,0.011604840944005617
847,,United Kingdom,Million dollars,2019,8.4,337790067,0.002486751630858346
848,,Netherlands,Million dollars,2019,0.6,337790067,0.00017762511648988186
849,,China,Million dollars,2019,6.9,337790067,0.0020426888396336417
850,,Thailand,Million dollars,2019,2.9,337790067,0.0008585213963677624
851,,Turkey,Million dollars,2019,0.0,337790067,0.0
852,,Taiwan,Million dollars,2019,5.2,337790067,0.0015394176762456428
853,,Rest of world,Million dollars,2019,12.0,337790067,0.0035525023297976375
854,,World,Million dollars,2019,75.2,337790067,0.022262347933398527
855,,,,2019,2019.0,337790067,0.5977085169884525
856,Total vegetable oils,Canada,Million dollars,2019,1743.7,337790067,0.5162081927056783
857,,Indonesia,Million dollars,2019,882.4,337790067,0.2612273379844529
858,,Spain,Million dollars,2019,538.2,337790067,0.15932972949142404
859,,Italy,Million dollars,2019,497.0,337790067,0.14713280482578547
860,,Mexico,Million dollars,2019,166.1,337790067,0.04917255308161563
861,,Philippines,Million dollars,2019,353.3,337790067,0.10459158942645877
862,,Turkey,Million dollars,2019,58.6,337790067,0.017348053043845128
863,,Rest of world,Million dollars,2019,1131.6,337790067,0.33500096969991716
864,,World,Million dollars,2019,5370.9,337790067,1.5900112302591776
865,,World (quantity),"1,000 metric tons",2019,4955.9,337790067,1.4671538580203425
866,Crude vegetable oils,Canada,Million dollars,2019,220.9,337790067,0.06539564705435817
867,,Philippines,Million dollars,2019,125.0,337790067,0.03700523260205872
868,,Argentina,Million dollars,2019,17.5,337790067,0.005180732564288221
869,,Mexico,Million dollars,2019,20.3,337790067,0.006009649774574337
870,,Indonesia,Million dollars,2019,39.6,337790067,0.011723257688332203
871,,Spain,Million dollars,2019,0.5,337790067,0.0001480209304082349
872,,Rest of world,Million dollars,2019,42.1,337790067,0.012463362340373377
873,,World,Million dollars,2019,465.9,337790067,0.13792590295439328
874,,World (quantity),"1,000 metric tons",2019,531.0,337790067,0.15719822809354544
875,Refined vegetable oils,Canada,Million dollars,2019,1522.8,337790067,0.4508125456513202
876,,Indonesia,Million dollars,2019,842.8,337790067,0.24950408029612073
877,,Italy,Million dollars,2019,496.9,337790067,0.14710320063970383
878,,Spain,Million dollars,2019,537.7,337790067,0.15918170856101582
879,,Mexico,Million dollars,2019,145.9,337790067,0.04319250749312294
880,,Turkey,Million dollars,2019,54.8,337790067,0.016223093972742544
881,,Rest of world,Million dollars,2019,1304.1,337790067,0.3860681906907582
882,,World,Million dollars,2019,4905.0,337790067,1.4520853273047842
883,,World (quantity),"1,000 metric tons",2019,4424.9,337790067,1.309955629926797
884,Olive oiL,Italy,Million dollars,2019,478.9,337790067,0.14177444714500737
885,,Spain,Million dollars,2019,476.8,337790067,0.14115275923729279
886,,Tunisia,Million dollars,2019,97.0,337790067,0.028716060499197567
887,,Turkey,Million dollars,2019,45.8,337790067,0.013558717225394316
888,,Greece,Million dollars,2019,43.0,337790067,0.0127298000151082
889,,Rest of world,Million dollars,2019,122.0,337790067,0.03611710701960931
890,,World,Million dollars,2019,1263.5,337790067,0.37404889114160955
891,,World (quantity),"1,000 metric tons",2019,339.2,337790067,0.10041739918894654
892,Tropical oils,Indonesia,Million dollars,2019,880.4,337790067,0.26063525426281997
893,,Philippines,Million dollars,2019,353.3,337790067,0.10459158942645877
894,,Malaysia,Million dollars,2019,440.8,337790067,0.13049525224789987
895,,Colombia,Million dollars,2019,12.7,337790067,0.0037597316323691662
896,,Sri Lanka,Million dollars,2019,19.9,337790067,0.005891233030247748
897,,Mexico,Million dollars,2019,3.7,337790067,0.0010953548850209383
898,,Rest of world,Million dollars,2019,80.5,337790067,0.023831369795725817
899,,World,Million dollars,2019,1791.3,337790067,0.5302997852805423
900,,World (quantity),"1,000 metric tons",2019,2393.9,337790067,0.708694610608547
901,Oilseeds,Canada,Million dollars,2019,421.0,337790067,0.12463362340373378
902,,Brazil,Million dollars,2019,0.8,337790067,0.00023683348865317583
903,,Argentina,Million dollars,2019,85.3,337790067,0.02525237072764487
904,,Chile,Million dollars,2019,34.2,337790067,0.010124631639923267
905,,India,Million dollars,2019,113.0,337790067,0.03345273027226108
906,,Bulgaria,Million dollars,2019,32.8,337790067,0.009710173034780207
907,,Rest of world,Million dollars,2019,245.5,337790067,0.07267827683044333
908,,World,Million dollars,2019,932.6,337790067,0.2760886393974397
909,,World (quantity),"1,000 metric tons",2019,1193.9,337790067,0.35344437762878333
910,"Total red meats, fresh and frozen",Canada,Million dollars,2018,2240.3,335056497,0.6686335051130199
911,,Australia,Million dollars,2018,2073.1,335056497,0.6187314732177839
912,,Mexico,Million dollars,2018,1200.5,335056497,0.35829778283630775
913,,New Zealand,Million dollars,2018,1187.5,335056497,0.3544178401650275
914,,Brazil,Million dollars,2018,23.1,335056497,0.006894359669736534
915,,Uruguay,Million dollars,2018,192.3,335056497,0.05739330582209245
916,,Nicaragua,Million dollars,2018,237.2,335056497,0.07079403089443749
917,,Rest of world,Million dollars,2018,565.3,335056497,0.16871781477498105
918,,World,Million dollars,2018,7719.3,335056497,2.3038801124933865
919,,World (quantity),"1,000 metric tons",2018,1563.3,335056497,0.46657802907788415
920,Fresh or chilled red meats,Canada,Million dollars,2018,2007.4,335056497,0.5991228398713904
921,,Mexico,Million dollars,2018,1038.9,335056497,0.3100671108610081
922,,Australia,Million dollars,2018,542.2,335056497,0.16182345510524457
923,,Nicaragua,Million dollars,2018,37.6,335056497,0.01122198803385687
924,,New Zealand,Million dollars,2018,27.9,335056497,0.008326953886824645
925,,Argentina,Million dollars,2018,0.0,335056497,0.0
926,,Rest of world,Million dollars,2018,65.7,335056497,0.01960863334639352
927,,World,Million dollars,2018,3719.7,335056497,1.110170981104718
928,,World (quantity),"1,000 metric tons",2018,730.1,335056497,0.21790354956167288
929,,,,2018,,335056497,
930,Frozen red meats and parts,Australia,Million dollars,2018,860.6,335056497,0.25685220483875587
931,,New Zealand,Million dollars,2018,882.8,335056497,0.26347795309278843
932,,Brazil,Million dollars,2018,23.1,335056497,0.006894359669736534
933,,Canada,Million dollars,2018,229.8,335056497,0.06858544814309331
934,,Mexico,Million dollars,2018,159.3,335056497,0.04754422057961169
935,,Uruguay,Million dollars,2018,172.3,335056497,0.05142416325089198
936,,Rest of world,Million dollars,2018,713.8,335056497,0.2130386983661445
937,,World,Million dollars,2018,3041.7,335056497,0.9078170479410224
938,,World (quantity),"1,000 metric tons",2018,729.1,335056497,0.21760509243311285
939,,,,2018,,335056497,
940,Fowl and other meats,Chile,Million dollars,2018,134.4,335056497,0.04011263807846711
941,,Canada,Million dollars,2018,120.3,335056497,0.03590439256577078
942,,New Zealand,Million dollars,2018,35.7,335056497,0.010654919489592827
943,,China ,Million dollars,2018,16.2,335056497,0.004835005482672374
944,,Rest of world,Million dollars,2018,20.7,335056497,0.0061780625611924786
945,,World,Million dollars,2018,327.3,335056497,0.09768501817769557
946,,World (quantity),"1,000 metric tons",2018,82.9,335056497,0.024742095957625918
947,,,,2018,,335056497,
948,Prepared meats,Canada,Million dollars,2018,436.2,335056497,0.1301869994778821
949,,Brazil,Million dollars,2018,281.6,335056497,0.08404552740250253
950,,Italy,Million dollars,2018,138.1,335056497,0.04121692945413919
951,,Mexico,Million dollars,2018,35.9,335056497,0.01071461091530483
952,,Uruguay,Million dollars,2018,45.6,335056497,0.013609645062337054
953,,Poland,Million dollars,2018,47.1,335056497,0.014057330755177089
954,,Spain,Million dollars,2018,34.0,335056497,0.010147542371040786
955,,New Zealand,Million dollars,2018,60.3,335056497,0.017996964852169395
956,,Rest of world,Million dollars,2018,125.9,335056497,0.03757575248570691
957,,World,Million dollars,2018,1204.7,335056497,0.35955130277625985
958,,World (quantity),"1,000 metric tons",2018,175.0,335056497,0.05222999749800405
959,Total fish and shellfish,Canada,Million dollars,2018,3231.5,335056497,0.9644642109417148
960,,Chile,Million dollars,2018,2051.9,335056497,0.6124041820923114
961,,India,Million dollars,2018,2350.7,335056497,0.7015831721060463
962,,Indonesia,Million dollars,2018,1936.5,335056497,0.5779622294564848
963,,Ecuador,Million dollars,2018,812.7,335056497,0.2425561083807308
964,,Vietnam,Million dollars,2018,1565.2,335056497,0.4671450976221482
965,,China ,Million dollars,2018,2894.8,335056497,0.8639736957555549
966,,Rest of world,Million dollars,2018,7430.7,335056497,2.217745385190964
967,,World,Million dollars,2018,22274.0,335056497,6.647834081545955
968,,World (quantity),"1,000 metric tons",2018,2718.8,335056497,0.8114452411289909
969,"Whole fish--fresh, chilled, or frozen",Canada,Million dollars,2018,794.8,335056497,0.23721372577950636
970,,Norway,Million dollars,2018,269.8,335056497,0.08052373328549424
971,,Chile,Million dollars,2018,103.1,335056497,0.030770929954538385
972,,Mexico,Million dollars,2018,136.1,335056497,0.040620015197019146
973,,Faroe Islands,Million dollars,2018,83.6,335056497,0.02495101594761793
974,,China ,Million dollars,2018,160.8,335056497,0.04799190627245172
975,,Rest of world,Million dollars,2018,1139.8,335056497,0.34018143513271437
976,,World,Million dollars,2018,2688.0,335056497,0.8022527615693421
977,,World (quantity),"1,000 metric tons",2018,423.1,335056497,0.1262772110937458
978,Fish fillets and mince,Chile,Million dollars,2018,1820.1,335056497,0.543221819692098
979,,China ,Million dollars,2018,1362.3,335056497,0.4065881462373195
980,,Norway,Million dollars,2018,519.4,335056497,0.155018632574076
981,,Vietnam,Million dollars,2018,711.0,335056497,0.21220301840617645
982,,Indonesia,Million dollars,2018,256.6,335056497,0.07658409918850194
983,,Canada,Million dollars,2018,287.9,335056497,0.08592580731243064
984,,Rest of world,Million dollars,2018,1299.6,335056497,0.387874884276606
985,,World,Million dollars,2018,6256.9,335056497,1.8674164076872086
986,,World (quantity),"1,000 metric tons",2018,804.0,335056497,0.2399595313622586
987,"Shellfish, fresh or frozen",Canada,Million dollars,2018,1727.4,335056497,0.515554843874584
988,,India,Million dollars,2018,2035.1,335056497,0.607390102332503
989,,Ecuador,Million dollars,2018,506.2,335056497,0.1510789984770837
990,,Indonesia,Million dollars,2018,954.1,335056497,0.28475794635911805
991,,Vietnam,Million dollars,2018,276.8,335056497,0.0826129331854144
992,,Argentina,Million dollars,2018,170.2,335056497,0.050797403280915934
993,,Mexico,Million dollars,2018,346.4,335056497,0.10338554933319201
994,,Japan,Million dollars,2018,55.8,335056497,0.01665390777364929
995,,Rest of world,Million dollars,2018,2157.3,335056497,0.643861563442538
996,,World,Million dollars,2018,8229.3,335056497,2.456093248058998
997,,World (quantity),"1,000 metric tons",2018,822.1,335056497,0.245361605389195
998,Prepared fish and shellfish,Thailand,Million dollars,2018,906.6,335056497,0.27058123275251694
999,,Indonesia,Million dollars,2018,704.6,335056497,0.21029289278339228
1000,,Vietnam,Million dollars,2018,533.3,335056497,0.1591671866610603
1001,,India,Million dollars,2018,286.6,335056497,0.08553781304530264
1002,,Canada,Million dollars,2018,421.4,335056497,0.12576983397519373
1003,,China ,Million dollars,2018,934.2,335056497,0.2788186495007736
1004,,Ecuador,Million dollars,2018,170.2,335056497,0.050797403280915934
1005,,Mexico,Million dollars,2018,78.0,335056497,0.023279656027681804
1006,,Rest of world,Million dollars,2018,1064.9,335056497,0.31782699620356863
1007,,World,Million dollars,2018,5099.8,335056497,1.522071664230406
1008,,World (quantity),"1,000 metric tons",2018,669.6,335056497,0.1998468932837915
1009,,,,2018,2018.0,335056497,0.6022864854341267
1010,Total live animals,Canada,Million dollars,2018,1129.7,335056497,0.3371670181342581
1011,,Mexico,Million dollars,2018,827.0,335056497,0.24682404531913912
1012,,Rest of world,Million dollars,2018,0.1,335056497,2.9845712856002312e-05
1013,,World,Million dollars,2018,1956.8,335056497,0.5840209091662533
1014,,World (quantity),"1,000 head",2018,7124.5,335056497,2.126357812425885
1015,"Bovine animals, live",Canada,Million dollars,2018,797.8,335056497,0.23810909716518644
1016,,Mexico,Million dollars,2018,827.0,335056497,0.24682404531913912
1017,,World,Million dollars,2018,1624.8,335056497,0.48493314248432556
1018,,World (quantity),"1,000 head",2018,1907.2,335056497,0.5692174355896761
1019,"Swine, live",Canada,Million dollars,2018,288.6,335056497,0.08613472730242268
1020,,World,Million dollars,2018,288.7,335056497,0.08616457301527868
1021,,World (quantity),"1,000 head",2018,5209.9,335056497,1.5549317940848644
1022,"Sheep and goats, live",Canada,Million dollars,2018,0.4,335056497,0.00011938285142400925
1023,,World,Million dollars,2018,0.4,335056497,0.00011938285142400925
1024,,World (quantity),"1,000 head",2018,7.3,335056497,0.002178737038488169
1025,Live poultry,Canada,Million dollars,2018,42.9,335056497,0.012803810815224992
1026,,World,Million dollars,2018,43.0,335056497,0.012833656528080994
1027,,World (quantity),"1,000 head",2018,13509.9,335056497,4.032125961133056
1028,Bird eggs,Canada,Million dollars,2018,37.8,335056497,0.011281679459568872
1029,,United Kingdom,Million dollars,2018,6.5,335056497,0.0019399713356401502
1030,,Netherlands,Million dollars,2018,1.0,335056497,0.0002984571285600231
1031,,China,Million dollars,2018,7.4,335056497,0.002208582751344171
1032,,Thailand,Million dollars,2018,3.8,335056497,0.0011341370885280878
1033,,Turkey,Million dollars,2018,0.0,335056497,0.0
1034,,Taiwan,Million dollars,2018,4.6,335056497,0.0013729027913761062
1035,,Rest of world,Million dollars,2018,10.9,335056497,0.003253182701304252
1036,,World,Million dollars,2018,72.0,335056497,0.021488913256321664
1037,,,,2018,2018.0,335056497,0.6022864854341267
1038,Total vegetable oils,Canada,Million dollars,2018,1724.8,335056497,0.5147788553403279
1039,,Indonesia,Million dollars,2018,1065.3,335056497,0.3179463790549926
1040,,Spain,Million dollars,2018,553.3,335056497,0.16513632923226076
1041,,Italy,Million dollars,2018,555.9,335056497,0.16591231776651685
1042,,Mexico,Million dollars,2018,154.1,335056497,0.04599224351109956
1043,,Philippines,Million dollars,2018,534.5,335056497,0.15952533521533235
1044,,Turkey,Million dollars,2018,110.6,335056497,0.03300935841873856
1045,,Rest of world,Million dollars,2018,1311.1,335056497,0.3913071412550463
1046,,World,Million dollars,2018,6009.6,335056497,1.7936079597943149
1047,,World (quantity),"1,000 metric tons",2018,4867.5,335056497,1.4527400732659126
1048,Crude vegetable oils,Canada,Million dollars,2018,247.2,335056497,0.07377860218003772
1049,,Philippines,Million dollars,2018,197.2,335056497,0.05885574575203656
1050,,Argentina,Million dollars,2018,29.7,335056497,0.008864176718232687
1051,,Mexico,Million dollars,2018,17.6,335056497,0.005252845462656408
1052,,Indonesia,Million dollars,2018,64.8,335056497,0.019340021930689497
1053,,Spain,Million dollars,2018,0.5,335056497,0.00014922856428001155
1054,,Rest of world,Million dollars,2018,55.6,335056497,0.016594216347937285
1055,,World,Million dollars,2018,612.6,335056497,0.18283483695587016
1056,,World (quantity),"1,000 metric tons",2018,601.3,335056497,0.1794622714031419
1057,Refined vegetable oils,Canada,Million dollars,2018,1477.6,335056497,0.4410002531602902
1058,,Indonesia,Million dollars,2018,1000.5,335056497,0.2986063571243031
1059,,Italy,Million dollars,2018,555.6,335056497,0.16582278062794883
1060,,Spain,Million dollars,2018,552.8,335056497,0.16498710066798075
1061,,Mexico,Million dollars,2018,136.4,335056497,0.04070955233558715
1062,,Turkey,Million dollars,2018,109.0,335056497,0.03253182701304252
1063,,Rest of world,Million dollars,2018,1565.0,335056497,0.4670854061964362
1064,,World,Million dollars,2018,5396.9,335056497,1.6107432771255887
1065,,World (quantity),"1,000 metric tons",2018,4266.2,335056497,1.2732778018627706
1066,Olive oiL,Italy,Million dollars,2018,537.3,335056497,0.1603610151753004
1067,,Spain,Million dollars,2018,500.3,335056497,0.14931810141857957
1068,,Tunisia,Million dollars,2018,180.3,335056497,0.05381182027937217
1069,,Turkey,Million dollars,2018,102.3,335056497,0.030532164251690364
1070,,Greece,Million dollars,2018,50.4,335056497,0.015042239279425166
1071,,Rest of world,Million dollars,2018,106.2,335056497,0.031696147053074455
1072,,World,Million dollars,2018,1476.8,335056497,0.44076148745744215
1073,,World (quantity),"1,000 metric tons",2018,327.9,335056497,0.09786409245483157
1074,Tropical oils,Indonesia,Million dollars,2018,1061.0,335056497,0.3166630134021845
1075,,Philippines,Million dollars,2018,534.5,335056497,0.15952533521533235
1076,,Malaysia,Million dollars,2018,514.8,335056497,0.15364572978269989
1077,,Colombia,Million dollars,2018,14.5,335056497,0.0043276283641203355
1078,,Sri Lanka,Million dollars,2018,21.7,335056497,0.006476519689752502
1079,,Mexico,Million dollars,2018,2.0,335056497,0.0005969142571200462
1080,,Rest of world,Million dollars,2018,84.9,335056497,0.025339010214745963
1081,,World,Million dollars,2018,2233.4,335056497,0.6665741509259556
1082,,World (quantity),"1,000 metric tons",2018,2383.5,335056497,0.7113725659228151
1083,Oilseeds,Canada,Million dollars,2018,441.7,335056497,0.1318285136849622
1084,,Brazil,Million dollars,2018,0.1,335056497,2.9845712856002312e-05
1085,,Argentina,Million dollars,2018,54.2,335056497,0.016176376367953254
1086,,Chile,Million dollars,2018,38.8,335056497,0.011580136588128896
1087,,India,Million dollars,2018,128.0,335056497,0.03820251245568296
1088,,Bulgaria,Million dollars,2018,25.6,335056497,0.007640502491136592
1089,,Rest of world,Million dollars,2018,291.2,335056497,0.08691071583667873
1090,,World,Million dollars,2018,979.6,335056497,0.29236860313739865
1091,,World (quantity),"1,000 metric tons",2018,1414.4,335056497,0.4221377626352967
